id,area,domain,section,verification,derives_from,statement
PLX-CTX-026,CTX,Context Engine,§80,T,"§80, new",Propagation MUST be cycle-safe. The Relationship graph is not acyclic and propagation MUST terminate on cyclic paths without repeated re-entry.
PLX-CTX-030,CTX,Context Engine,§80,T,§80,"Context freshness MUST be computed per (user, Desk) and MUST decay with elapsed meaningful change, not with elapsed time alone."
PLX-CTX-031,CTX,Context Engine,§80,"I, T","§80, new","Freshness scores MUST NOT be surfaced as a comparative measure between users, and MUST NOT be exportable in a form that supports individual performance ranking."
PLX-RES-001,RES,Resume Engine,§39,"T, D",§39,Resume Objects MUST be versioned and diffable against any prior Resume for the same Desk and user.
PLX-RES-002,RES,Resume Engine,§39,T,"§39, §7.9",Every Resume MUST record the Event identifiers from which it was derived. A Resume assertion not traceable to Events MUST NOT be emitted.
PLX-RES-003,RES,Resume Engine,§39,"T, D","§14, new","estimatedCatchup MUST be expressed as a range with a stated basis, not a bare point value."
PLX-RES-004,RES,Resume Engine,§39,T,"§25.3, new","Where forUserId is null, the Resume MUST be permission-filtered at render time per viewing user; a collaborative Resume MUST NOT be materialised in a form that leaks non-permitted content."
PLX-RES-010,RES,Resume Engine,§52,"A, T",§52.2,Resume generation MUST be incremental. A Resume update MUST NOT require reprocessing the full Event history of a Desk.
PLX-RES-011,RES,Resume Engine,§52,T,"§52, §81",Stages 1–6 of the Resume pipeline MUST be independently testable and MUST produce a complete structured Resume without invoking a model. Stage 7 (AI Summary) MUST be additive prose over that structure.
PLX-RES-012,RES,Resume Engine,§52,"T, A","§52.2, §68","Expensive reasoning outputs MUST be cached and keyed by the structured input digest, so that identical input never incurs repeated model cost."
PLX-RES-013,RES,Resume Engine,§52,T,"§52, §33","Where stage 7 is unavailable or disabled, the Resume MUST still render from the structured output of stages 1–6."
PLX-RES-020,RES,Resume Engine,§81,T,§81,"Each Resume stage MUST be independently testable with recorded fixtures, and stage outputs MUST be inspectable in non-production environments."
PLX-RES-021,RES,Resume Engine,§81,T,"§81, §52",Stages 1–5 and 7 MUST complete without model invocation. A Resume MUST be renderable from these stages alone (PLX-RES-013).
PLX-RES-022,RES,Resume Engine,§81,A,"§81, §14",Catch-up estimation (stage 7) MUST be calibrated against observed reconstruction time (PLX-MET-003) and recalibrated at least quarterly per tenant.
PLX-RES-023,RES,Resume Engine,§81,T,"§81, §23",Noise removal (stage 3) MUST be reversible: removed Events MUST remain reachable through the disclosure path of PLX-UX-051.
PLX-GPH-001,GPH,Knowledge Graph,§36,T,"§36, §44 R3",Every Relationship MUST carry at least one EvidenceRef. A Relationship with an empty evidence set MUST be rejected at write time.
PLX-GPH-002,GPH,Knowledge Graph,§36,T,"§36.3, §15.2","Provisional Relationships MUST NOT contribute to Context Health propagation, Resume content, search ranking or permission evaluation."
PLX-GPH-003,GPH,Knowledge Graph,§36,T,"§36, new","Relationship confidence MUST be recalculated when supporting evidence is superseded or invalidated, and a Relationship whose confidence falls below the tenant threshold MUST revert to provisional."
PLX-GPH-004,GPH,Knowledge Graph,§36,D,"§6.8, §15",Users MUST NOT be required to construct graph structure manually to obtain relationship-derived intelligence. Manual curation MUST be available as confirmation and correction.
PLX-GPH-005,GPH,Knowledge Graph,§36,T,"§36, new",A rejected Relationship MUST be retained with state rejected and MUST NOT be re-proposed on identical evidence.
PLX-GPH-010,GPH,Knowledge Graph,§53,"T, A","§53, §44 R6","Graph traversal MUST be permission-filtered. Traversal MUST NOT cross an edge into a node the requesting principal cannot read, and MUST NOT disclose the existence of such a node through path counts, distances or aggregate results."
PLX-GPH-011,GPH,Knowledge Graph,§53,"I, T","§53, §42",Graph storage MUST be tenant-namespaced at the engine level. Application-level tenant filtering alone MUST NOT be relied upon (PLX-SEC-011).
PLX-GPH-012,GPH,Knowledge Graph,§53,T,"§53, §49",Graph writes MUST be idempotent with respect to Event replay. Replaying an Event MUST NOT duplicate nodes or edges.
PLX-GPH-013,GPH,Knowledge Graph,§53,A,"§53, §58","Community detection, clustering and duplicate detection MUST run asynchronously and MUST NOT be on the synchronous path of any user-facing operation with a latency SLO."
PLX-GPH-020,GPH,Knowledge Graph,§65,"T, I","§65, new",The relationship type vocabulary MUST be a single closed registry (Appendix E). Services MUST NOT introduce edge types outside the registry; extension-defined types MUST be registered before use.
PLX-GPH-021,GPH,Knowledge Graph,§65,T,§65,"Every edge MUST carry a permission scope, and traversal MUST evaluate it (PLX-GPH-010)."
PLX-GPH-022,GPH,Knowledge Graph,§65,T,"§65, new","Node and edge writes MUST carry the correlationId of the originating Event, so that any graph state is traceable to the user action that produced it."
PLX-SCH-001,SCH,Search,§54,"T, A",§54,"Permission filtering MUST be the first stage of the ranking pipeline and MUST be applied at the index or query layer, not as a post-filter over returned results."
PLX-SCH-002,SCH,Search,§54,T,"§54, new","Result counts, pagination totals and relevance scores MUST NOT disclose the existence of non-permitted results."
PLX-SCH-003,SCH,Search,§54,T,"§54, §48","AI re-ranking MUST be the final stage and MUST be optional. Disabling it MUST degrade result ordering, not result correctness or completeness."
PLX-SCH-004,SCH,Search,§54,A,"§58, new","Search MUST meet PLX-PERF-040 with AI re-ranking disabled. AI re-ranking MUST operate within a separate, additive budget and MUST be abandoned rather than exceed it."
PLX-SCH-005,SCH,Search,§54,"T, A","§54, new","Semantic index freshness MUST meet PLX-PERF-041; where an Object's embedding is stale, results MUST still include the Object via keyword and relationship paths."
PLX-AI-001,AI,AI orchestration & governance,§55,"I, T",§55.2,All model invocation MUST occur through a single internal abstraction. No service other than the AI Orchestrator MUST hold a provider SDK dependency or provider credential.
PLX-AI-002,AI,AI orchestration & governance,§55,I,"§55, new","The platform MUST maintain a declared capability matrix per model covering at minimum: tool calling, structured output, context window, prompt caching, streaming, and data-residency eligibility."
PLX-AI-003,AI,AI orchestration & governance,§55,T,"§55, new","Task routing MUST refuse to dispatch a task to a model that does not declare the capabilities the task requires, and MUST emit ReasoningRejected rather than degrade silently."
PLX-AI-004,AI,AI orchestration & governance,§55,"T, A","§55.2, new","Provider substitution MUST be verifiable by an evaluation suite executed against every supported model, with results recorded per release. A provider MUST NOT be declared supported without a passing evaluation run."
PLX-AI-005,AI,AI orchestration & governance,§55,"T, I","§55, §44 R4","AI MUST NOT write domain state directly. All AI-originated changes MUST be proposed as Events subject to the same validation, permission and confirmation rules as human-originated changes."
PLX-AI-006,AI,AI orchestration & governance,§55,"T, A","§67, §69",Prompt assembly MUST enforce permission scoping: no content MUST enter a prompt that the requesting principal is not permitted to read.
PLX-AI-007,AI,AI orchestration & governance,§55,"T, I","§55, §68, §72","Every model invocation MUST be recorded with model identity, version, token counts, cost, latency, cache status and the identity of the requesting principal."
PLX-AI-010,AI,AI orchestration & governance,§67,"T, A","§67, §69",Prompt assembly MUST enforce permission scoping at the retrieval layer (PLX-AI-006). Instructing a model to withhold content MUST NOT be used as an access control.
PLX-AI-011,AI,AI orchestration & governance,§67,T,"§67, §70","Every assembled prompt MUST record the identifiers of every source from which context was drawn, so that a generated output's inputs are auditable."
PLX-AI-012,AI,AI orchestration & governance,§67,"T, A","§67, new","Organisation AI policies MUST be applied before user request content and MUST NOT be overridable by user or Object content. Content-originated instructions MUST NOT alter policy, tool availability or permission scope."
PLX-AI-013,AI,AI orchestration & governance,§67,"T, I","§67, new","Prompt templates MUST be versioned and their versions recorded on each invocation, so that a change in output behaviour is attributable to a change in template, model or data."
PLX-AI-020,AI,AI orchestration & governance,§68,T,"§68, §72","Every AI invocation MUST record token counts, model identity and version, cost, latency and cache status (PLX-AI-007)."
PLX-AI-021,AI,AI orchestration & governance,§68,"T, A","§68, §72",Reasoning outputs MUST be cached keyed by the digest of the structured input. Cache hit rate MUST be reported per prompt type.
PLX-AI-022,AI,AI orchestration & governance,§68,T,§68,Embeddings MUST NOT be regenerated for unchanged content. Embedding generation MUST be keyed by content digest and embedding model version.
PLX-AI-030,AI,AI orchestration & governance,§68,T,"§68, new","Every Organisation and every Desk MUST support a configurable AI cost ceiling. Exceeding a ceiling MUST suspend AI operations for that scope and emit CostCeilingExceeded, and MUST NOT silently substitute a cheaper model or truncate context."
PLX-AI-031,AI,AI orchestration & governance,§68,"A, I","§68, new",The platform MUST report fully loaded AI cost per active user per tenant (PLX-MET-011) and MUST publish a unit-economics model before general availability.
PLX-AI-032,AI,AI orchestration & governance,§68,T,"§68, new","Model selection MUST be recorded per invocation with the routing rationale, so that cost regressions are attributable."
PLX-AI-040,AI,AI orchestration & governance,§70,T,§70,Every AI recommendation MUST be accompanied by retrievable evidence (PLX-PRIN-007).
PLX-AI-041,AI,AI orchestration & governance,§70,"T, D",§70,"AI MUST express uncertainty explicitly and MUST NOT present low-confidence output as assertion (PLX-PRD-022, PLX-PRD-044)."
PLX-AI-042,AI,AI orchestration & governance,§70,"T, A","§70, §44 R4",AI MUST NOT create organisational facts. Any assertion about the organisation MUST be derivable from structured platform data (PLX-INV-04).
PLX-AI-043,AI,AI orchestration & governance,§70,"T, I","§70, §72","Every reasoning request MUST be logged with inputs by reference, model identity, output, cost and requesting principal, retained per tenant policy."
PLX-AI-044,AI,AI orchestration & governance,§70,"T, A","§70, §55",The platform MUST support model replacement without application change (PLX-AI-001–PLX-AI-004).
PLX-AI-045,AI,AI orchestration & governance,§70,I,"§70, new","The platform MUST maintain, per deployed AI capability, a record sufficient to support regulatory obligations applicable in the tenant's jurisdiction, including intended purpose, data sources, evaluation results, human oversight mechanism and logging of operation."
PLX-AI-046,AI,AI orchestration & governance,§70,"T, I","§70, new","Where AI output materially influences a decision affecting an individual's employment, evaluation or access, the platform MUST record the human decision-maker, and MUST NOT permit the AI output to be the sole basis of record."
PLX-AGT-001,AGT,Agents,§41,T,"§41.2, §69","An Agent's effective permissions MUST be a subset of the permissions of the principal on whose behalf it acts. Permission checks MUST be enforced at the data-access layer, not only at the orchestration layer."
PLX-AGT-002,AGT,Agents,§41,T,§41.2,"Every Agent action MUST emit an Event attributed to the Agent, with onBehalfOf populated."
PLX-AGT-003,AGT,Agents,§41,T,"§41.2, §36",Agents MUST NOT create Relationships in confirmed state. Agent-created Relationships MUST be provisional.
PLX-AGT-004,AGT,Agents,§41,"T, A","§41.2, §70",Agents MUST NOT assert organisational facts not derivable from structured platform data. Assertions MUST carry evidence references (PLX-INV-04).
PLX-AGT-005,AGT,Agents,§41,T,"§41, new",Every Agent MUST have exactly one actsOnBehalfOf human principal at any moment. An Agent with no accountable human principal MUST be suspended.
PLX-AGT-006,AGT,Agents,§41,"T, A","§41, §68, new","Agent cost consumption MUST be metered against costCeiling and against the owning Desk's costCeilingPerMonth; exceeding either MUST suspend the Agent and emit an Event, not silently degrade output quality."
PLX-AGT-010,AGT,Agents,§56,T,§56,Inter-agent messages MUST conform to the AgentMessage schema and MUST be validated on both send and receive. Free-text-only inter-agent communication MUST NOT be permitted.
PLX-AGT-011,AGT,Agents,§56,T,"§56, new","Agent replies MUST validate against the expectedOutput schema. A non-conforming reply MUST be rejected and retried or failed, never passed downstream."
PLX-AGT-012,AGT,Agents,§56,"T, I","§56, new","context MUST be passed by reference. Inlining content into inter-agent messages MUST NOT be used, so that permission evaluation occurs at dereference time against the acting principal."
PLX-AGT-013,AGT,Agents,§56,T,§56,Every agent message and reply MUST be recorded in the agent audit stream with full lineage via correlationId and causationId.
PLX-AGT-014,AGT,Agents,§56,T,"§56, new",Agent-to-agent delegation MUST propagate onBehalfOf unchanged and MUST NOT permit permission escalation through delegation depth. Delegation depth MUST be bounded and the bound MUST be enforced.
PLX-AGT-015,AGT,Agents,§56,I,§79,No Agent MUST hold more than one specialisation. An Agent performing unrelated responsibilities MUST be decomposed.
PLX-AGT-020,AGT,Agents,§78,"T, A","§78, §67","Every Agent class MUST declare its permitted tool set, and tool invocation MUST be permission-checked at the tool boundary against the acting principal, not trusted from the model's request."
PLX-AGT-021,AGT,Agents,§78,"T, I","§78, §69","The Research Agent MUST NOT transmit tenant content to external systems unless the Desk's externalDataAllowed is true, and every external transmission MUST be logged with its destination and content digest."
PLX-AGT-022,AGT,Agents,§78,T,"§78, §73","Every Agent MUST have a defined evaluation suite with recorded pass thresholds, executed per release (PLX-ENG-013)."
PLX-AGT-023,AGT,Agents,§78,T,"§41, new","Agent memory scope MUST be enforced at retrieval. An Agent with memoryScope: ""desk"" MUST NOT retrieve content from another Desk, even where the acting principal has permission to it."
PLX-CON-001,CON,Connectors,§57,"T, I",§57,Every Connector MUST declare which capabilities it implements. Consumers MUST query declared capabilities rather than assuming them.
PLX-CON-002,CON,Connectors,§57,"T, A","§57, §69","Connectors MUST map external permissions into the Plexi permission model, and MUST NOT grant a Plexi principal access to external content beyond what the external system grants the linked external principal."
PLX-CON-003,CON,Connectors,§57,"I, T","§57, new","Where a Connector cannot faithfully represent an external system's permission model, it MUST default to the most restrictive interpretation and MUST record the limitation in its capability declaration."
PLX-CON-004,CON,Connectors,§57,"T, I","§57, §69","Connector credentials MUST be stored in a dedicated credential vault, encrypted with tenant-scoped keys, and MUST NOT be readable by any service other than the Connector Service."
PLX-CON-005,CON,Connectors,§57,T,"§57, new",Connector synchronisation MUST be resumable from a durable cursor and MUST be idempotent. Re-running a sync MUST NOT duplicate Objects or Events.
PLX-CON-006,CON,Connectors,§57,T,"§57, §4","Removal of a Connector MUST NOT delete previously imported Objects, Relationships, Events or derived context (PLX-PRIN-002)."
PLX-CON-007,CON,Connectors,§57,"T, D","§57, new","Connectors MUST implement backoff and rate-limit handling for the external system, and MUST surface persistent sync failure as a user-visible state rather than failing silently."
PLX-APP-001,APP,Native applications,§76,I,"§76, §1.3","Every native application build MUST record an ADR answering §76.3, reviewed and approved before implementation begins."
PLX-APP-002,APP,Native applications,§76,"I, T","§77, §83","Every native application MUST understand Desk context, Relationships, Workspace Memory, AI, permissions and Events, and MUST use the same platform interfaces available to marketplace extensions (PLX-EXT-002)."
PLX-APP-010,APP,Native applications,§77,"T, D",§77,"The Canvas MUST persist Object position, size and z-order per (user, Desk, device class) and restore them exactly (PLX-UX-030, PLX-UX-032)."
PLX-APP-011,APP,Native applications,§77,"T, D","§77, §27","The Canvas MUST provide the equivalent linear, screen-reader-navigable representation required by PLX-A11Y-003, developed and released concurrently with the spatial surface."
PLX-APP-012,APP,Native applications,§77,"A, T","§77, new",Canvas rendering MUST virtualise off-viewport Objects so that Desk open latency (PLX-PERF-001) is independent of total Object count.
PLX-APP-020,APP,Native applications,§77,"T, D","§77, §37","The Decision Tracker MUST require a recorded alternative-considered entry, or an explicit statement that none was considered, before a Decision may move to approved."
PLX-APP-030,APP,Native applications,§77,"T, D, I","§77, new","Meeting recording and transcription MUST obtain and record consent from all participants per the applicable jurisdiction, and MUST NOT commence without it."
PLX-APP-031,APP,Native applications,§77,T,"§77, §37",Decisions and actions extracted from a meeting by AI MUST be created as provisional and MUST require human confirmation before entering approved state or generating Relationships.
PLX-APP-040,APP,Native applications,§77,T,"§77, §53","The Relationship Explorer MUST apply permission-filtered traversal (PLX-GPH-010) and MUST NOT reveal node existence, path counts or graph distances involving non-permitted nodes."
PLX-APP-041,APP,Native applications,§77,D,"§77, §36","The Relationship Explorer MUST display, for every edge, its evidence, confidence, discovery method and state (provisional or confirmed)."
PLX-EXT-001,EXT,Marketplace & SDK,§83,"T, I",§83,Extensions MUST execute within a sandbox with an explicitly granted capability set. Capability grants MUST be reviewed by the installing Organisation and MUST be revocable.
PLX-EXT-002,EXT,Marketplace & SDK,§83,"I, T","§83, §77",Extensions MUST use the same public platform interfaces as first-party applications (PLX-APP-002). No private interface MUST exist for first-party use.
PLX-EXT-003,EXT,Marketplace & SDK,§83,T,§83,"Extension actions MUST emit Events attributed to the extension, with onBehalfOf recording the authorising principal."
PLX-EXT-004,EXT,Marketplace & SDK,§83,"T, A","§83, §69","Extensions MUST NOT exceed the permissions of the principal on whose behalf they act, and permission enforcement MUST occur at the data-access layer, not in extension code."
PLX-EXT-005,EXT,Marketplace & SDK,§83,T,"§83, §11","Extension-registered Object types and Relationship types MUST be registered in the platform registries (PLX-PRD-011, PLX-GPH-020) and MUST receive identical platform treatment to built-in types."
PLX-EXT-006,EXT,Marketplace & SDK,§83,"T, I","§83, new",Extensions MUST declare their data egress. An extension that transmits tenant content externally MUST disclose destinations at install time and MUST be blockable by Organisation policy.
PLX-EXT-007,EXT,Marketplace & SDK,§83,T,"§83, §68, new","Extension resource and cost consumption MUST be metered and attributable, and MUST be subject to the Organisation cost ceiling (PLX-AI-030)."
PLX-EXT-010,EXT,Marketplace & SDK,§84,I,§84,The SDK MUST be versioned with a published support and deprecation policy of not less than 12 months (PLX-API-005).
PLX-EXT-011,EXT,Marketplace & SDK,§84,"T, I",§84,The SDK MUST be backward compatible within a major version. Breaking changes MUST require a major version increment.
PLX-EXT-012,EXT,Marketplace & SDK,§84,"T, I","§84, new","Every SDK interface MUST be exercised by at least one first-party application, so that the SDK's capability is continuously proven rather than asserted (PLX-APP-002)."
PLX-DATA-001,DATA,Data architecture,§62,I,"§62, §45",Each store MUST have exactly one owning service. No store MUST be written by more than one service.
PLX-DATA-002,DATA,Data architecture,§62,"T, A","§62, new","Derived stores — graph, vector, search, Context DB, Resume DB — MUST be fully rebuildable from the Event Store. Rebuild MUST be tested at least once per release train."
PLX-DATA-003,DATA,Data architecture,§62,I,"§62, new",Only the Event Store is a system of record for history. Only the Object store is a system of record for current Object content. Every other store MUST be treated as a rebuildable projection.
PLX-DATA-004,DATA,Data architecture,§62,"T, I","§62, §42","Every store MUST enforce tenant isolation at the storage layer (PLX-SEC-010), including graph namespaces and vector-index partitions."
PLX-DATA-005,DATA,Data architecture,§62,"I, D","§62, new","Every store MUST have a documented backup, restore and point-in-time-recovery procedure, and restore MUST be exercised at least quarterly against production-scale data."
PLX-DATA-006,DATA,Data architecture,§62,I,"§62, §69, new","Personal data MUST be catalogued per store, with its lawful basis, retention period and erasure mechanism recorded, before that store enters production."
PLX-DATA-010,DATA,Data architecture,§66,"T, I",§66,"Each memory layer MUST carry an independent, tenant-configurable retention policy, and policy application MUST emit an auditable Event."
PLX-DATA-011,DATA,Data architecture,§66,"T, I","§66, new","AI memory MUST be classified as derived and rebuildable. Loss of AI memory MUST NOT cause loss of Objects, Events, Relationships or Decisions."
PLX-DATA-012,DATA,Data architecture,§66,T,"§66, §37",Retention policies MUST NOT be capable of pruning Decision alternatives (PLX-DOM-043) or Event records (PLX-INV-05).
PLX-API-001,API,API design,§63,"T, I","§63, §29",Every platform capability MUST be reachable through the public API. No capability MUST be exclusive to the first-party interface (PLX-UX-091).
PLX-API-002,API,API design,§63,I,§63.1,API operations MUST be named for business intent. CRUD-shaped generic mutation endpoints MUST NOT be exposed publicly.
PLX-API-003,API,API design,§63,T,§63.3,"Every response MUST carry the envelope of §63.3, including correlationId matching the Events generated by the operation."
PLX-API-004,API,API design,§63,T,"§63.3, new","permissionContext.filtered MUST be set true whenever any result was withheld by permission, without disclosing what or how much was withheld."
PLX-API-005,API,API design,§63,"I, T","§63, §73",APIs MUST be versioned. A breaking change MUST require a new version; prior versions MUST be supported for a published deprecation period of not less than 12 months.
PLX-API-006,API,API design,§63,T,"§63, new",Every mutating operation MUST accept an idempotency key and MUST return the original result on retry with the same key.
PLX-API-007,API,API design,§63,T,"§63, new","Every API MUST enforce per-principal and per-tenant rate limits, and MUST return machine-readable limit state."
PLX-API-008,API,API design,§63,"T, I","§63.2, new","GraphQL query depth and complexity MUST be bounded, and permission filtering MUST be applied at the resolver layer for every field, not only at the query root."
PLX-SEC-010,SEC,Security & privacy,§42,"T, I","§42, §69","Every store — relational, document, event, graph, vector and search — MUST enforce tenant isolation at the storage layer, including namespace or row-level security in the graph and vector stores."
PLX-SEC-011,SEC,Security & privacy,§42,"T, A","§42, new","Cross-Organisation traversal, search or reasoning MUST be impossible by construction. No API, query path, agent tool or administrative interface MUST be capable of returning data from more than one organisationId in a single result."
PLX-SEC-020,SEC,Security & privacy,§69,"T, I",§69,Authorisation MUST be evaluated at the data-access layer of every service. Gateway-level authorisation alone MUST NOT be relied upon.
PLX-SEC-021,SEC,Security & privacy,§69,T,§69,"Every authorisation decision MUST be auditable, recording principal, resource, decision, policy evaluated and timestamp."
PLX-SEC-022,SEC,Security & privacy,§69,T,"§69.3, new","Temporary permissions MUST carry an explicit expiry and MUST be revoked automatically. Permission grants without expiry MUST be an explicit, audited administrative action."
PLX-SEC-023,SEC,Security & privacy,§69,"T, A","§69, new","Permission changes MUST propagate to derived stores — search index, vector index, graph, materialised Context Health — within PLX-PERF-021, and stale permission state MUST fail closed."
PLX-SEC-024,SEC,Security & privacy,§69,"T, I",§69.4,"All secrets MUST be stored in a managed vault with automatic rotation. Secrets MUST NOT appear in configuration files, environment variables in images, logs, Event payloads or prompts."
PLX-SEC-025,SEC,Security & privacy,§69,"T, I","§71, new","Data residency MUST be enforceable per Organisation, including for AI inference. A tenant with an EU residency requirement MUST NOT have content dispatched to a model endpoint outside the permitted region."
PLX-SEC-026,SEC,Security & privacy,§69,"T, I","§69, new","The platform MUST support customer-managed encryption keys for tenants requiring them, with key revocation rendering tenant data inaccessible."
PLX-SEC-027,SEC,Security & privacy,§69,T,"§70, §24","AI-generated content MUST be marked as such in storage and in every export (PLX-UX-062, PLX-DOM-014)."
PLX-SEC-030,SEC,Security & privacy,§69,"T, I","§49, new","The platform MUST implement cryptographic erasure for personal data: per-subject key material, destroyed on valid erasure request, rendering that subject's personal data permanently unrecoverable without modifying any Event record (§44.1)."
PLX-SEC-031,SEC,Security & privacy,§69,"I, A","§69, new","The platform MUST maintain a data inventory identifying every location personal data is stored, including derived stores, caches, prompt logs, embeddings and backups, and MUST ensure erasure reaches all of them."
PLX-SEC-032,SEC,Security & privacy,§69,"D, A","§69, new","Data subject access requests MUST be servicable within the statutory period, including data held in Event history, embeddings and AI memory."
PLX-SEC-033,SEC,Security & privacy,§69,"I, T","§25, new","Presence, focus and dwell telemetry MUST be retained under the presence retention class (PLX-UX-072) and MUST NOT be repurposed for performance management or monitoring without an explicit, separately-consented tenant configuration."
PLX-OPS-001,OPS,Deployment & observability,§71,"T, D",§71,Every service MUST be deployable as a container with no host-specific dependencies and MUST support rolling deployment without downtime.
PLX-OPS-002,OPS,Deployment & observability,§71,I,"§71, §42, new","The tenant isolation model (silo, pool or bridge) MUST be an explicit, recorded per-deployment decision, and the chosen model MUST be documented per store, not only per platform."
PLX-OPS-003,OPS,Deployment & observability,§71,"T, I",§71,"Regional deployment MUST enforce data residency for storage, processing, backups and AI inference (PLX-SEC-025)."
PLX-OPS-004,OPS,Deployment & observability,§71,"T, I","§71, new",Every deployment topology offered commercially MUST be continuously exercised in CI. A topology that is not tested MUST NOT be offered.
PLX-OPS-010,OPS,Deployment & observability,§72,"T, I",§72,"Every service MUST emit metrics, structured logs and distributed traces using OpenTelemetry semantics, with correlationId propagated end to end from user action through every derived effect."
PLX-OPS-011,OPS,Deployment & observability,§72,"I, A","§58, §72","Every target in §58 MUST have a corresponding production SLI, an alert threshold and an error budget."
PLX-OPS-012,OPS,Deployment & observability,§72,T,"§72, §68","AI cost and token usage MUST be observable per tenant, per Desk, per prompt type and per model."
PLX-OPS-013,OPS,Deployment & observability,§72,"T, I","§72, new","Logs MUST NOT contain Object content, personal data or prompt content. Content MUST be referenced by identifier and digest."
PLX-OPS-014,OPS,Deployment & observability,§72,"T, I","§72, new","Event Store lag, derived-store rebuild lag and consumer lag per partition MUST be measured and alerted, as these are the platform's primary silent-failure modes."
PLX-ENG-001,ENG,Engineering standards,§59,"T, I","§59, new",Every invariant in Appendix B MUST have at least one automated detection test that fails if the invariant is violated. Invariants asserted only in documentation MUST NOT be considered enforced.
PLX-ENG-010,ENG,Engineering standards,§73,I,"§60, §75",Every change MUST be evaluated against §6 Philosophy 1: a change that increases functionality while reducing the accuracy or freshness of Context MUST be rejected.
PLX-ENG-011,ENG,Engineering standards,§73,T,§73.2,"Contract tests MUST exist between every producer and consumer of an Event type and every API client and server, and MUST run in CI."
PLX-ENG-012,ENG,Engineering standards,§73,T,"§73.2, §62","Event replay tests MUST verify that replaying a recorded Event stream reproduces identical derived state, and MUST run against every derived store."
PLX-ENG-013,ENG,Engineering standards,§73,T,"§73.2, §55","AI evaluation tests MUST run against every supported model on every release, with recorded pass thresholds per prompt type (PLX-AI-004)."
PLX-ENG-014,ENG,Engineering standards,§73,T,§59,Every invariant in Appendix B MUST have an automated detection test (PLX-ENG-001).
PLX-ENG-015,ENG,Engineering standards,§73,T,"§73.2, new","Chaos testing MUST include AI provider unavailability, Event Bus partition loss, consumer lag and derived-store divergence, verifying PLX-ARC-022 and PLX-EVT-021."
PLX-ENG-016,ENG,Engineering standards,§73,I,§73.3,Every service MUST publish the documentation set of §73.3 before production deployment. Deployment without it MUST be blocked.
PLX-ENG-020,ENG,Engineering standards,§74,I,§74,A feature MUST NOT be marked done with any §74 gate unmet. Exceptions MUST be recorded as accepted risk with a named owner and a remediation date.
PLX-ENG-021,ENG,Engineering standards,§74,"T, I","§74, new",Requirement-to-test traceability MUST be machine-checkable. CI MUST report any PLX-* requirement with no linked verifying test.
PLX-ENG-030,ENG,Engineering standards,§85,I,"§85, new","Every item in §85.2 MUST be resolved, with the resolution recorded as an ADR, before the stated milestone. A milestone MUST NOT be declared complete with an open foreclosing decision."
PLX-PERF-001,PERF,Performance,§58,A,§58,"Desk open — first meaningful paint of Resume Card and layout — p50 600 ms, p95 1.5 s, p99 2.0 s. Measured: Gateway ingress → last byte of initial payload."
PLX-PERF-002,PERF,Performance,§58,A,§58,"Desk open — full Object hydration — p50 1.5 s, p95 3.5 s, p99 5.0 s. Measured: Gateway ingress → all in-viewport Objects interactive."
PLX-PERF-010,PERF,Performance,§58,A,§58,"Object open (in-Desk) — p50 150 ms, p95 400 ms, p99 800 ms. Measured: Gateway ingress → content available."
PLX-PERF-011,PERF,Performance,§58,A,§58,"Resume generation — deterministic stages 1–6 — p50 400 ms, p95 1.2 s, p99 2.0 s. Measured: Trigger Event → structured Resume persisted."
PLX-PERF-012,PERF,Performance,§58,A,§58,"Resume generation — including AI summary (stage 7) — p50 1.5 s, p95 3.5 s, p99 5.0 s. Measured: Trigger Event → Resume Object complete."
PLX-PERF-020,PERF,Performance,§58,A,§58,"Context Health update — direct impact (depth 0–1) — p50 60 ms, p95 180 ms, p99 250 ms. Measured: Event ingestion → health state committed."
PLX-PERF-021,PERF,Performance,§58,A,§58,"Context Health update — propagated impact (depth 2–N, within bound) — p50 120 ms, p95 350 ms, p99 500 ms. Measured: Event ingestion → all in-bound propagation committed."
PLX-PERF-022,PERF,Performance,§58,A,§58,"Graph traversal, permission-filtered, depth ≤ 3 — p50 40 ms, p95 120 ms, p99 250 ms. Measured: Query ingress → result set."
PLX-PERF-030,PERF,Performance,§58,A,§58,"Event ingestion to Event Store durability — p50 15 ms, p95 50 ms, p99 120 ms. Measured: Emission → fsync acknowledged."
PLX-PERF-031,PERF,Performance,§58,A,§58,"Event Store → bus delivery to first subscriber — p50 20 ms, p95 80 ms, p99 200 ms. Measured: Store commit → subscriber receipt."
PLX-PERF-040,PERF,Performance,§58,A,§58,"Search, AI re-ranking disabled — p50 80 ms, p95 200 ms, p99 300 ms. Measured: Query ingress → ranked results."
PLX-PERF-041,PERF,Performance,§58,A,§58,"Semantic index freshness after content-changing Event — p50 2 s, p95 10 s, p99 30 s. Measured: Event → embedding queryable."
PLX-PERF-042,PERF,Performance,§58,A,§58,"Search, including AI re-ranking — p50 400 ms, p95 900 ms, p99 1.5 s. Measured: Query ingress → re-ranked results."
PLX-PERF-050,PERF,Performance,§58,A,§58,"AI recommendation, end to end — p50 2.5 s, p95 6 s, p99 10 s. Measured: Request → recommendation with evidence rendered."
PLX-PERF-060,PERF,Performance,§58,A,§58,"Authorisation decision — p50 3 ms, p95 10 ms, p99 25 ms. Measured: Policy query → decision."
